stop_id,stop_name,stop_lat,stop_lon
8220DB000015,"Innisfallen Parade, stop 15",53.36026671,-6.260978043
8220DB000016,"Nephin Road Park, stop 16",53.36639156,-6.305614184
8220DB000017,"Drumcondra Rail Stn, stop 17",53.36307832,-6.258399288
8220DB000018,"Dargle Road, stop 18",53.36585593,-6.255956821
8220DB000019,"Botanic Avenue, stop 19",53.36723488,-6.255599941
8220DB000021,"DCU St Patrick's, stop 21",53.3701012,-6.254310599
8220DB000022,"Home Farm Road, stop 22",53.37350361,-6.252803753
8220DB000023,"Ferguson Road, stop 23",53.37422828,-6.256261004
8220DB000024,"Walsh Road, stop 24",53.37513316,-6.260372348
8220DB000025,"Rathlin Road, stop 25",53.37589947,-6.263617736
8220DB000027,"Ballymun Road, stop 27",53.37943896,-6.266585261
8220DB000028,"Hampstead Avenue, stop 28",53.38157864,-6.266002271
8220DB000029,"Albert College Park, stop 29",53.38348825,-6.265669101
8220DB000030,"Ventry Park, stop 30",53.3703319,-6.304601169
8220DB000031,"St Pappin's Road, stop 31",53.38603323,-6.268858077
8220DB000032,"Stormanstown Road, stop 32",53.38619557,-6.271377201
8220DB000033,"Glasnevin Drive, stop 33",53.38871792,-6.271771141
8220DB000035,"Dean Swift Road, stop 35",53.38620679,-6.270910693
8220DB000036,"Maolbuille Road, stop 36",53.38612685,-6.26787707
8220DB000037,"DCU Ballymun Road, stop 37",53.3853464,-6.264886981
8220DB000038,"Hampstead Avenue, stop 38",53.38223659,-6.265509521
8220DB000039,"The Rise, stop 39",53.38041419,-6.265658759
8220DB000040,"Stella Avenue, stop 40",53.37666077,-6.264668969
8220DB000041,"Home Farm Road, stop 41",53.37555927,-6.261858006
8220DB000042,"Corpus Christi NS, stop 42",53.37465027,-6.25746119
8220DB000043,"Achill Road, stop 43",53.37386122,-6.25390131
8220DB000044,"Skylon Hotel, stop 44",53.37301741,-6.252132303
8220DB000045,"DCU St Patrick's, stop 45",53.36993643,-6.254106941
8220DB000046,"Botanic Avenue, stop 46",53.36713102,-6.255258557
8220DB000047,"Drumcondra Rail Stn, stop 47",53.36391612,-6.257298257
8220DB000048,"Fitzroy Avenue, stop 48",53.36225739,-6.258808412
8220DB000049,"Dorset Street Lower, stop 49",53.36000424,-6.260853508
8220DB000051,"Temple Street, stop 51",53.35781041,-6.263271572
8220DB000052,"Dorset Street Upper, stop 52",53.35666078,-6.264565282
8220DB000053,"North Circular Road, stop 53",53.36001449,-6.262791289
8220DB000054,"Mater Hospital, stop 54",53.36022161,-6.265908034
8220DB000055,"Mountjoy, stop 55",53.3604116,-6.26846958
8220DB000056,"Dalymount, stop 56",53.36075972,-6.276373655
8220DB000057,"Dalymount, stop 57",53.36081622,-6.276551675
8220DB000058,"Churchview Home, stop 58",53.36094625,-6.281204202
8220DB000059,"Annamoe Terrace, stop 59",53.36101801,-6.284942563
8220DB000060,"Quarry Road, stop 60",53.36127922,-6.2893645
8220DB000063,"Faussaugh Avenue, stop 63",53.36679244,-6.292750108
8220DB000064,"Faussaugh Ave Church, stop 64",53.36708858,-6.295232782
8220DB000065,"Dingle Road, stop 65",53.36725464,-6.298051276
8220DB000066,"Broombridge Road, stop 66",53.36727499,-6.300740346
8220DB000068,"Ventry Drive, stop 68",53.36907751,-6.304245235
8220DB000069,"Carnlough Road, stop 69",53.37139256,-6.303341717
8220DB000071,"Ventry Park, stop 71",53.37025769,-6.304438805
8220DB000072,"Ventry Drive, stop 72",53.36896993,-6.304264536
8220DB000073,"Faussagh Avenue, stop 73",53.36739155,-6.300720679
8220DB000074,"Faussaugh Ave Church, stop 74",53.36720024,-6.295498814
8220DB000075,"Fionnbarra GAA, stop 75",53.36654723,-6.291317319
8220DB000077,"Quarry Road, stop 77",53.36130918,-6.289573652
8220DB000078,"Annamoe Terrace, stop 78",53.36114922,-6.284065835
8220DB000079,"Churchview Home, stop 79",53.36102125,-6.280795506
8220DB000080,"Phibsborough PO, stop 80",53.36086296,-6.276053962
8220DB000081,"Phibsborough, stop 81",53.36087575,-6.271966627
8220DB000082,"Phibsborough, stop 82",53.3607978,-6.27154908
8220DB000083,"Mater Hospital, stop 83",53.36027925,-6.265545096
8220DB000084,"Leo Street, stop 84",53.36016256,-6.263701781
8220DB000085,"Wellpark Avenue, stop 85",53.37395795,-6.25191343
8220DB000086,"Home Farm FC, stop 86",53.37605022,-6.251166391
8220DB000087,"Clare Road, stop 87",53.37675173,-6.25488029
8220DB000088,"Walnut Rise, stop 88",53.37728726,-6.257699229
8220DB000090,"Albert College Court, stop 90",53.38638553,-6.265265673
8220DB000091,"Ballymun Road NS, stop 91",53.38842789,-6.265408142
8220DB000092,"Ballymun Library, stop 92",53.38983733,-6.26467424
8220DB000093,"Gateway Avenue, stop 93",53.39230147,-6.264152976
8220DB000094,"Civic Centre, stop 94",53.39603476,-6.26437696
8220DB000102,"Balbutcher Lane, stop 102",53.39777307,-6.267719857
8220DB000104,"Poppintree Parade, stop 104",53.39975621,-6.276812945
8220DB000105,"Belclare Park, stop 105",53.4029364,-6.281692696
8220DB000107,"Crannogue Road, stop 107",53.4023799,-6.28049691
8220DB000110,"Árd Na Meala, stop 110",53.39793864,-6.268600381
8220DB000112,"Civic Centre, stop 112",53.3961544,-6.26395104
8220DB000113,"Trinity Comp School, stop 113",53.39226796,-6.263703255
8220DB000114,"Ballymun Road, stop 114",53.39133332,-6.263711229
8220DB000115,"Ballymun Road Church, stop 115",53.38796409,-6.2650361
8220DB000116,"Griffith Lawns, stop 116",53.37769346,-6.25966674
8220DB000117,"Walnut Rise, stop 117",53.37736591,-6.257545708
8220DB000118,"Clare Road, stop 118",53.376643,-6.253592099
8220DB000119,"The Village, stop 119",53.37519048,-6.250765745
8220DB000126,"Nursing Home, stop 126",53.39909547,-6.264086961
8220DB000127,"Nursing Home, stop 127",53.39910753,-6.263680428
8220DB000128,"Glasnevin Avenue, stop 128",53.38926787,-6.265689723
8220DB000129,"Glasnevin Drive, stop 129",53.38989032,-6.271422936
8220DB000130,"Glasnevin Park, stop 130",53.39009201,-6.274181269
8220DB000131,"Willow Park Road, stop 131",53.39038589,-6.278349237
8220DB000132,"Beneavin Park, stop 132",53.39052074,-6.282719124
8220DB000133,"Grove Park Road, stop 133",53.39079693,-6.286301509
8220DB000134,"Sycamore Road, stop 134",53.39309459,-6.286073865
8220DB000136,"McKee Road, stop 136",53.3943802,-6.289856597
8220DB000137,"Clancy Avenue, stop 137",53.39231672,-6.292630795
8220DB000138,"St Canice's BNS, stop 138",53.38999501,-6.291806573
8220DB000139,"Grove Park Road, stop 139",53.39060146,-6.286459717
8220DB000140,"Beneavin Park, stop 140",53.39063449,-6.282504047
8220DB000141,"Willow Park Road, stop 141",53.39044509,-6.278091245
8220DB000142,"Glasnevin Park, stop 142",53.39019829,-6.274071722
8220DB000143,"Willow Park Avenue, stop 143",53.38987671,-6.26924337
8220DB000146,"Na Fianna GAA Club, stop 146",53.37504013,-6.265095586
8220DB000147,"Tolka Bridge, stop 147",53.37248023,-6.265830862
8220DB000148,"Mobhi Road, stop 148",53.37067017,-6.268068507
8220DB000149,"Tolka Bridge, stop 149",53.37313859,-6.265984466
8220DB000150,"Na Fianna GAA Club, stop 150",53.37565885,-6.264995283
8220DB000151,"Botanic Gardens, stop 151",53.37195526,-6.269293828
8220DB000153,"Met Eireann, stop 153",53.37568851,-6.270134439
8220DB000154,"St Brigid's School, stop 154",53.377259,-6.275557037
8220DB000155,"Old Finglas Road, stop 155",53.37787425,-6.279575527
8220DB000156,"Tolka Estate, stop 156",53.37862339,-6.281664739
8220DB000157,"Glasilawn Road, stop 157",53.38041162,-6.281637825
8220DB000158,"Griffith Road, stop 158",53.38148195,-6.283563954
8220DB000159,"Griffith Parade, stop 159",53.38278372,-6.282835112
8220DB000164,"Beneavin Road, stop 164",53.38843036,-6.280487923
8220DB000165,"Beneavin Park, stop 165",53.38903487,-6.283771249
8220DB000166,"Beneavin School, stop 166",53.3895836,-6.286305149
8220DB000167,"Beneavin Road, stop 167",53.3901866,-6.286987585
8220DB000168,"Beneavin Park, stop 168",53.38925997,-6.284423735
8220DB000169,"Beneavin Court, stop 169",53.38843393,-6.28011191
8220DB000173,"Glasnamana Place, stop 173",53.38212161,-6.280546748
8220DB000174,"Tolka Estate, stop 174",53.38068035,-6.280950562
8220DB000175,"Northland Grove, stop 175",53.37842425,-6.281567539
8220DB000176,"Old Finglas Road, stop 176",53.37803204,-6.279298606
8220DB000177,"Ballygall Rd East, stop 177",53.38046838,-6.276224035
8220DB000178,"Fitzmaurice Road, stop 178",53.38189026,-6.276346983
8220DB000179,"Ballygall Rd East, stop 179",53.38030343,-6.27600522
8220DB000181,"Cremore Avenue, stop 181",53.37714984,-6.274223707
8220DB000182,"Met Eireann, stop 182",53.37565677,-6.26980506
8220DB000183,"Botanic Gardens, stop 183",53.37231593,-6.268753185
8220DB000184,"Botanic Road, stop 184",53.36970368,-6.268979354
8220DB000185,"St Teresa's Place, stop 185",53.36810094,-6.270021139
8220DB000186,"Lindsay Grove, stop 186",53.36535534,-6.271589978
8220DB000187,"Phibsborough Road, stop 187",53.36273425,-6.272447365
8220DB000188,"North Circular Road, stop 188",53.36012069,-6.272583149
8220DB000189,"Fire Station, stop 189",53.35716744,-6.273468816
8220DB000190,"Broadstone, stop 190",53.35512573,-6.273371074
8220DB000191,"Western Way, stop 191",53.35501795,-6.269033781
8220DB000192,"Mountjoy Street, stop 192",53.35639721,-6.26807647
8220DB000193,"Finglas Park, stop 193",53.39119631,-6.294104035
8220DB000194,"Western Way, stop 194",53.35504065,-6.269979311
8220DB000195,"Broadstone, stop 195",53.35501178,-6.27357098
8220DB000196,"Fire Station, stop 196",53.3568839,-6.273750704
8220DB000197,"Monck Place, stop 197",53.35895263,-6.273231374
8220DB000198,"Phibsborough SC, stop 198",53.36162538,-6.27283781
8220DB000199,"Munster Street, stop 199",53.36362181,-6.272291246
8220DB000200,"Prospect Way, stop 200",53.36742269,-6.271596444
8220DB000201,"Botanic Road, stop 201",53.3682911,-6.270118627
8220DB000202,"Fairfield Road, stop 202",53.37008009,-6.268903978
8220DB000203,"Whitehall College, stop 203",53.37639279,-6.250010028
8220DB000204,"Highfield Hospital, stop 204",53.37958836,-6.246662193
8220DB000205,"Iveragh Road, stop 205",53.38137533,-6.245326047
8220DB000206,"Collins Avenue West, stop 206",53.38354609,-6.247476708
8220DB000207,"Larkhill Road, stop 207",53.38482163,-6.249874783
8220DB000208,"Glendun Road, stop 208",53.38665393,-6.247950408
8220DB000209,"Larkhill Road, stop 209",53.38727111,-6.245910447
8220DB000210,"Crestfield Road, stop 210",53.38759408,-6.248317728
8220DB000211,"Collins Avenue, stop 211",53.38428086,-6.249160331
8220DB000212,"Whitehall, stop 212",53.38319564,-6.246258398
8220DB000213,"Iveragh Road, stop 213",53.38144954,-6.244872024
8220DB000214,"Highfield Hospital, stop 214",53.37940848,-6.246654552
8220DB000215,"Collins Avenue, stop 215",53.38187229,-6.242449429
8220DB000216,"Beaumont Road, stop 216",53.38233082,-6.23819132
8220DB000217,"Grace Park Court, stop 217",53.38432362,-6.236801122
8220DB000218,"Shantalla Road, stop 218",53.3859239,-6.233788324
8220DB000220,"Swords Road, stop 220",53.38794054,-6.244980841
8220DB000228,"Shanliss Road, stop 228",53.39187739,-6.259719573
8220DB000233,"Beaumont Road, stop 233",53.38582131,-6.233536994
8220DB000234,"Beaumont Grove, stop 234",53.38495048,-6.234820843
8220DB000235,"Collinswood, stop 235",53.38329661,-6.237249457
8220DB000236,"Yellow Road, stop 236",53.38202474,-6.23815886
8220DB000237,"Swords Road, stop 237",53.38203193,-6.2435252
8220DB000242,"Coolgreena Road, stop 242",53.3856549,-6.232010428
8220DB000243,"Lady of Mercy, stop 243",53.38578006,-6.229539675
8220DB000244,"Skelly's Lane, stop 244",53.38499821,-6.223498516
8220DB000245,"Whitethorn Crescent, stop 245",53.38447224,-6.219566606
8220DB000246,"Artane Castle, stop 246",53.38515048,-6.216230877
8220DB000247,"Ardlea Road, stop 247",53.38697616,-6.214500756
8220DB000248,"Maryfield Drive, stop 248",53.38556456,-6.214469631
8220DB000249,"Artane Castle, stop 249",53.38493355,-6.216149745
8220DB000250,"Skelly's Lane, stop 250",53.38441945,-6.220245316
8220DB000251,"Elmount Crescent, stop 251",53.38483228,-6.223219786
8220DB000252,"Lady of Mercy, stop 252",53.38556802,-6.227969918
8220DB000253,"Beaumont Hospital, stop 253",53.38996257,-6.224299142
8220DB000254,"Beaumont Hospital, stop 254",53.3902653,-6.224106114
8220DB000255,"Coolgreena Road, stop 255",53.38559388,-6.231531872
8220DB000261,"Parnell Square East, stop 261",53.35405628,-6.262853361
8220DB000262,"Parnell Square East, stop 262",53.35394696,-6.262752649
8220DB000263,"Parnell Square East, stop 263",53.35374562,-6.262505454
8220DB000264,"Parnell Square East, stop 264",53.3535353,-6.262258627
8220DB000265,"Parnell Square East, stop 265",53.35336157,-6.262055381
8220DB000270,"O'Connell St Upper, stop 270",53.35062339,-6.260424292
8220DB000271,"O'Connell St Lower, stop 271",53.34859636,-6.25948542
8220DB000272,"O'Connell St Upper, stop 272",53.35146448,-6.260780606
8220DB000273,"O'Connell Bridge, stop 273",53.34724742,-6.258819402
8220DB000274,"O'Connell St Upper, stop 274",53.35034908,-6.260720869
8220DB000276,"River Road, stop 276",53.3774022,-6.331796583
8220DB000277,"O'Connell St Upper, stop 277",53.35082233,-6.26050632
8220DB000278,"O'Connell St Upper, stop 278",53.35156087,-6.261227336
8220DB000279,"O'Connell St Upper, stop 279",53.35013175,-6.260609547
8220DB000281,"O'Connell St Upper, stop 281",53.35134353,-6.261116008
8220DB000284,"Rathbourne Avenue, stop 284",53.37728262,-6.328389284
8220DB000286,"Cathal Brugha Street, Stop No. 286",53.35217084,-6.259910611
8220DB000288,"Irish Life, stop 288",53.34916881,-6.255601703
8220DB000289,"Abbey St Lower, stop 289",53.34903518,-6.256298123
8220DB000292,"Abbey St Lower, stop 292",53.34919969,-6.255254959
8220DB000297,"Eden Quay, stop 297",53.34814327,-6.256770126
8220DB000298,"Eden Quay, stop 298",53.34820066,-6.256392268
8220DB000299,"Eden Quay, stop 299",53.34824185,-6.256135236
8220DB000300,"Liberty Hall, stop 300",53.34829924,-6.255757376
8220DB000301,"Eden Quay, stop 301",53.34798837,-6.256626241
8220DB000302,"Eden Quay, stop 302",53.3480381,-6.25633882
8220DB000303,"Eden Quay, stop 303",53.34806,-6.255992453
8220DB000307,"O'Donovan Road, stop 307",53.33457709,-6.280087464
8220DB000308,"Oscar Square, stop 308",53.33677119,-6.279533657
8220DB000309,"Ardee Street, stop 309",53.33784989,-6.278919588
8220DB000312,"Wellington Quay, stop 312",53.34547647,-6.266206155
8220DB000315,"Bachelors Walk, stop 315",53.34702829,-6.261667155
8220DB000316,"Bachelors Walk, stop 316",53.34689265,-6.26222842
8220DB000317,"Westmoreland Street, stop 317",53.34652594,-6.259269366
8220DB000319,"Westmoreland Street, stop 319",53.34627443,-6.259279614
8220DB000320,"Westmoreland Street, stop 320",53.34564563,-6.259305233
8220DB000322,"Gulliver's Retail Pk, stop 322",53.40425499,-6.265350845
8220DB000325,"Aston Quay, stop 325",53.34669705,-6.25990826
8220DB000328,"Aston Quay, stop 328",53.34633289,-6.261440109
8220DB000329,"Aston Quay, stop 329",53.34627351,-6.261682845
8220DB000333,"D'Olier Street, stop 333",53.34669224,-6.258346364
8220DB000334,"D'Olier Street, stop 334",53.34658116,-6.258125591
8220DB000335,"D'Olier Street, stop 335",53.34636141,-6.25784917
8220DB000336,"D'Olier Street, stop 336",53.34625164,-6.257718467
8220DB000340,"Townsend Street, stop 340",53.34597512,-6.256017478
8220DB000341,"South Townsend St, stop 341",53.34594511,-6.256424239
8220DB000342,"College Street, stop 342",53.34556412,-6.256800261
8220DB000345,"Pearse St Garda Stn, stop 345",53.34547582,-6.256293194
8220DB000346,"Pearse St Garda Stn, stop 346",53.3455444,-6.256680908
8220DB000350,"Prince's St South, stop 350",53.34563194,-6.24976825
8220DB000351,"Erne Street, stop 351",53.34341826,-6.245308174
8220DB000352,"Pearse Square, stop 352",53.34298915,-6.24241214
8220DB000353,"Grand Canal Quay, stop 353",53.34264501,-6.239798018
8220DB000354,"Ringsend Road, stop 354",53.34223583,-6.23643569
8220DB000355,"Ringsend Garage, stop 355",53.34181735,-6.233058791
8220DB000356,"Ringsend, stop 356",53.34190302,-6.226717443
8220DB000357,"Irishtown Road, stop 357",53.33917104,-6.223121475
8220DB000371,"Irishtown Road, stop 371",53.33861278,-6.223054583
8220DB000372,"Star of the Sea, stop 372",53.33548815,-6.219655671
8220DB000373,"Farney Park, stop 373",53.33427533,-6.217889273
8220DB000374,"Sandymount, stop 374",53.33322844,-6.216401342
8220DB000375,"Dromard Terrace, stop 375",53.33406113,-6.214384513
8220DB000381,"St John's Church, stop 381",53.32432377,-6.212374193
8220DB000385,"Newgrove Avenue, stop 385",53.33235102,-6.211227688
8220DB000387,"Sandymount, stop 387",53.33249951,-6.215741058
8220DB000388,"Farney Park, stop 388",53.33450886,-6.218480173
8220DB000389,"Star of the Sea, stop 389",53.33529008,-6.219633889
8220DB000390,"Tritonville Road, stop 390",53.33762991,-6.222239479
8220DB000391,"Bath Street, stop 391",53.34006386,-6.223925352
8220DB000392,"Ringsend, stop 392",53.34173363,-6.227415321
8220DB000393,"Tritonville Road, stop 393",53.33690389,-6.222374797
8220DB000395,"Ringsend Road, stop 395",53.34194005,-6.235276454
8220DB000396,"Grand Canal Quay, stop 396",53.34244252,-6.239475948
8220DB000397,"Pearse Square, stop 397",53.34278556,-6.242015007
8220DB000398,"Erne Street, stop 398",53.34329494,-6.245478447
8220DB000399,"Pearse Station, stop 399",53.34386682,-6.248308601
8220DB000400,"Shaw Street, stop 400",53.34484912,-6.253389973
8220DB000403,"Nassau Street, stop 403",53.34271351,-6.256706294
8220DB000404,"Nassau Street, stop 404",53.34266333,-6.256347892
8220DB000405,"Nassau Street, stop 405",53.34248169,-6.255604373
8220DB000406,"Nassau Street, stop 406",53.34260615,-6.256124946
8220DB000407,"Custom House, stop 407",53.34833489,-6.253893353
8220DB000408,"Merrion Sq North, stop 408",53.34097078,-6.25001924
8220DB000409,"Holles Street, stop 409",53.34013673,-6.247695596
8220DB000410,"Mount Street Lower, stop 410",53.33881345,-6.24389039
8220DB000411,"Mount Street Bridge, stop 411",53.33811712,-6.241771554
8220DB000412,"Haddington Road, stop 412",53.33525551,-6.237279319
8220DB000413,"Lansdowne Park, stop 413",53.33409419,-6.236546394
8220DB000414,"Lansdowne Road, stop 414",53.33157381,-6.234473217
8220DB000415,"American Embassy, stop 415",53.33033782,-6.23294775
8220DB000416,"RDS Ballsbridge, stop 416",53.32863992,-6.229369569
8220DB000417,"Merrion Road, stop 417",53.32769959,-6.22597042
8220DB000418,"British Embassy, stop 418",53.32571981,-6.223395298
8220DB000419,"Shrewsbury Park, stop 419",53.32399511,-6.220449503
8220DB000420,"Merlyn Road, stop 420",53.3219108,-6.217503922
8220DB000421,"Merrion View Avenue, stop 421",53.32000518,-6.21449112
8220DB000422,"St Vincent's Hosp, stop 422",53.31806419,-6.210324281
8220DB000423,"Herbert Avenue, stop 423",53.3171485,-6.207405658
8220DB000424,"Merrion Gates, stop 424",53.31539438,-6.203726866
8220DB000476,"Merrion Gates, stop 476",53.31575153,-6.204762523
8220DB000477,"Herbert Avenue, stop 477",53.31686305,-6.20695232
8220DB000478,"St Vincent's Hosp, stop 478",53.3181143,-6.211267825
8220DB000479,"Merrion Centre, stop 479",53.31914397,-6.213401287
8220DB000480,"Netherlands Embassy, stop 480",53.32084998,-6.216287205
8220DB000481,"Wanderers FC, stop 481",53.32234464,-6.218266443
8220DB000482,"Shrewsbury Road, stop 482",53.32472778,-6.221965295
8220DB000483,"British Embassy, stop 483",53.32594411,-6.223971481
8220DB000485,"RDS Ballsbridge, stop 485",53.32825151,-6.228634971
8220DB000486,"RDS Ballsbridge, stop 486",53.32832872,-6.228992101
8220DB000487,"American Embassy, stop 487",53.33085529,-6.233902308
8220DB000488,"Lansdowne Park, stop 488",53.33309855,-6.236076947
8220DB000489,"St Mary's Rd South, stop 489",53.334942,-6.237352313
8220DB000490,"Haddington Road, stop 490",53.33657384,-6.238906806
8220DB000491,"Mount Street Bridge, stop 491",53.33781405,-6.241333511
8220DB000492,"Mount Street Lower, stop 492",53.33858469,-6.243614462
8220DB000493,"Holles Street, stop 493",53.33985342,-6.247376823
8220DB000494,"Clare Street, stop 494",53.34143558,-6.251682252
8220DB000495,"Pearse Station, stop 495",53.34359132,-6.249746705
8220DB000496,"Busáras, stop 496",53.34949688,-6.252223579
8220DB000497,"Connolly, stop 497",53.35052608,-6.250694343
8220DB000499,"Summerhill Parade, stop 499",53.35745034,-6.249088627
8220DB000500,"Ballybough Road, stop 500",53.35903608,-6.246289155
8220DB000501,"Clonliffe Avenue, stop 501",53.36070568,-6.243696374
8220DB000509,"Ballybough Road, stop 509",53.36060135,-6.24332504
8220DB000510,"Charleville Avenue, stop 510",53.35918938,-6.245711927
8220DB000511,"Summerhill Parade, stop 511",53.35751559,-6.248635233
8220DB000513,"Rutland Street, stop 513",53.35521196,-6.253972768
8220DB000515,"Portland Row, stop 515",53.35353487,-6.248092401
8220DB000516,"North Strand Road, stop 516",53.35568392,-6.245705684
8220DB000518,"Waterloo Avenue, stop 518",53.35890416,-6.240990944
8220DB000519,"North Strand Fire Station, stop 519",53.36033876,-6.239534529
8220DB000521,"Annesley Bridge, stop 521",53.36163705,-6.237978461
8220DB000522,"Fairview, stop 522",53.36328895,-6.235415975
8220DB000523,"Marino College, stop 523",53.36428545,-6.231693332
8220DB000525,"Howth Road, stop 525",53.36496087,-6.226330911
8220DB000526,"Copeland Grove, stop 526",53.36686957,-6.221112279
8220DB000527,"Ashbrook, stop 527",53.36801988,-6.212678881
8220DB000528,"Castle Grove, stop 528",53.36926408,-6.209936745
8220DB000529,"Collins Avenue, stop 529",53.37057741,-6.207612345
8220DB000530,"Killester, stop 530",53.37122453,-6.20402333
8220DB000531,"The Demesne, stop 531",53.37325091,-6.201307885
8220DB000532,"The Meadows, stop 532",53.37580208,-6.193474686
8220DB000533,"Ennafort Park, stop 533",53.37758328,-6.18705614
8220DB000534,"Cill Eanna, stop 534",53.37875024,-6.18164029
8220DB000535,"Raheny, stop 535",53.38025707,-6.177306957
8220DB000536,"Raheny Library, stop 536",53.38042376,-6.173511727
8220DB000537,"Avondale Park, stop 537",53.3799012,-6.168152635
8220DB000538,"Maywood, stop 538",53.38013806,-6.164264183
8220DB000539,"Foxfield, stop 539",53.38067366,-6.159355642
8220DB000540,"Lonsdale,stop 540",53.38133628,-6.155117944
8220DB000541,"James Larkin Road, stop 541",53.38187271,-6.152028068
8220DB000542,"Strand View, stop 542",53.38366192,-6.14626795
8220DB000591,"Kilbarrack Road, stop 591",53.38416759,-6.144682487
8220DB000592,"James Larkin Road, stop 592",53.38273301,-6.148382872
8220DB000593,"Howth Road, stop 593",53.38184869,-6.151638257
